Name,Rating,Date,Title,Review,Product_url,Label
Don kizzy,5,12/07/2024,beautiful,"Fit as expected, quality material",https://www.jumia.com.ng/fashion-ladies-fancy-wine-gown-83977891.html,
Nkechi Tochukwu,1,01/07/2024,Poor quality,"The quality is poor, poor material, poor finishing !
Please don’t buy",https://www.jumia.com.ng/fashion-ladies-fancy-wine-gown-83977891.html,
Tochukwu,5,05/06/2024,nice,Exactly what I ordered.,https://www.jumia.com.ng/fashion-ladies-fancy-wine-gown-83977891.html,
James,4,27/06/2024,eng,Good product ????,https://www.jumia.com.ng/fashion-men-sneakers-comfortable-men-sports-shoes-226634585.html,
Okwara,5,14/08/2023,It looks nice and cool too,Nice product and quality,https://www.jumia.com.ng/fashion-men-sneakers-comfortable-men-sports-shoes-226634585.html,
Yakubu luka,5,19/07/2023,i love the color,Nice one,https://www.jumia.com.ng/fashion-men-sneakers-comfortable-men-sports-shoes-226634585.html,
Opeyemi Yusuf,5,05/08/2024,Necklace,It was perfectly good ????,https://www.jumia.com.ng/fashion-2-pcs-couple-necklace-best-friend-necklace-jewelry-set-gift-idea-206599408.html,
Deborah Mapis,5,15/05/2024,Beautiful,Just as seen,https://www.jumia.com.ng/fashion-2-pcs-couple-necklace-best-friend-necklace-jewelry-set-gift-idea-206599408.html,
Matthew,5,19/06/2024,Good to go for,Easy and smart move,https://www.jumia.com.ng/fashion-classic-slip-on-thick-soled-sneaker-for-men-outdoor-shoes-dark-grey-268534845.html,
Moses,3,13/05/2024,I like it,It's of fair quality.,https://www.jumia.com.ng/fashion-classic-slip-on-thick-soled-sneaker-for-men-outdoor-shoes-dark-grey-268534845.html,
IBRAHIM,3,08/04/2024,what I order vs what I received,"Looks quite different from the picture advertised, the top cover quality is substandard.
Not worth the price.",https://www.jumia.com.ng/fashion-classic-slip-on-thick-soled-sneaker-for-men-outdoor-shoes-dark-grey-268534845.html,
Isaac Emmanuel Odeh,4,04/07/2024,Nice good quality ????,Nice bag good quality ????,https://www.jumia.com.ng/fashion-womens-shoulder-bag-shopping-bag-canvas-bag-232554977.html,
HAMEED,5,21/06/2024,I love this bag,its awesome,https://www.jumia.com.ng/fashion-womens-shoulder-bag-shopping-bag-canvas-bag-232554977.html,
ANIEBIETOBONG,3,08/03/2024,poor quality,"The quality is poor, not durable, it got torn on the first day of use. The bag is just aesthetically pleasing , not doing the function part. Improve the stitches.",https://www.jumia.com.ng/fashion-womens-shoulder-bag-shopping-bag-canvas-bag-232554977.html,
Ola,5,07/08/2024,good fit,Nice quality,https://www.jumia.com.ng/fashion-menwomen-turtle-neck-top-cooperate-black-1-size-fit-all-191172236.html,
Abel,5,08/07/2024,Nice texture,Beautiful and has a nice texture,https://www.jumia.com.ng/fashion-menwomen-turtle-neck-top-cooperate-black-1-size-fit-all-191172236.html,
olatundun,3,28/12/2023,poor quality,The clothes got loose after few days,https://www.jumia.com.ng/fashion-menwomen-turtle-neck-top-cooperate-black-1-size-fit-all-191172236.html,
VICTOR,5,25/07/2024,I like it,Cool product,https://www.jumia.com.ng/fashion-mens-sneakers-outdoor-hiking-mesh-fabric-non-slip-sports-breathable-shoes-grey-267737049.html,
Omozusi,5,18/07/2024,nice,Just as seen in d picture,https://www.jumia.com.ng/fashion-mens-sneakers-outdoor-hiking-mesh-fabric-non-slip-sports-breathable-shoes-grey-267737049.html,
Richard,5,08/07/2024,i like it,Perfect size and quality,https://www.jumia.com.ng/fashion-mens-sneakers-outdoor-hiking-mesh-fabric-non-slip-sports-breathable-shoes-grey-267737049.html,
Maureen,3,23/07/2024,I like it,Light but cool,https://www.jumia.com.ng/fashion-mens-sneakers-breathable-casual-shoes-black-258193638.html,
Odufua,1,04/07/2024,not as goog as it looks,Sole is not durable,https://www.jumia.com.ng/fashion-mens-sneakers-breathable-casual-shoes-black-258193638.html,
MICHAEL,3,17/05/2024,good,Good,https://www.jumia.com.ng/fashion-mens-sneakers-breathable-casual-shoes-black-258193638.html,
Damola,4,13/03/2024,good buy,Came exactly as shown and the quality products is fine,https://www.jumia.com.ng/fashion-business-mens-wristwatch-cap-wallet-214851819.html,
Uba Joshua,5,07/08/2024,Good quality,I love the design perfect fit,https://www.jumia.com.ng/ashion-casual-sneakers-stylish-suede-design-for-superior-comfort-and-durabilit-273625208.html,
TONY,5,08/05/2024,I love it ❤️,Very good,https://www.jumia.com.ng/ashion-casual-sneakers-stylish-suede-design-for-superior-comfort-and-durabilit-273625208.html,
Koke,4,08/04/2024,I love it,Fits in well,https://www.jumia.com.ng/ashion-casual-sneakers-stylish-suede-design-for-superior-comfort-and-durabilit-273625208.html,
Muyiwa,3,16/07/2024,I like it,Though the colour is not what was on display.,https://www.jumia.com.ng/fashion-broadstreet-hybrid-trainers-grey-107234429.html,
oyebanji,2,13/06/2024,ok. but not that good.,"Ok, but not that good.",https://www.jumia.com.ng/fashion-broadstreet-hybrid-trainers-grey-107234429.html,
Chukwuka,3,04/06/2024,Just there,But value for money though,https://www.jumia.com.ng/fashion-broadstreet-hybrid-trainers-grey-107234429.html,
Nachi,5,15/07/2024,Better than expected,It's comes in a reusable pack and is heavier than it looks for the price it looks very authentic.,https://www.jumia.com.ng/fashion-iced-out-cuban-chain-and-clown-pendant-silver-85709079.html,
Allen Ike,5,10/07/2024,E sharp die,E sharp well,https://www.jumia.com.ng/generic-stylish-vintage-male-female-sunglass-uv-400-square-sun-glass-257154421.html,
Jesse,5,02/04/2024,This is beautiful and fits my face perfectly.,10-Oct,https://www.jumia.com.ng/generic-stylish-vintage-male-female-sunglass-uv-400-square-sun-glass-257154421.html,
IHEANACHO,5,15/12/2023,Lovely,Lovely,https://www.jumia.com.ng/generic-stylish-vintage-male-female-sunglass-uv-400-square-sun-glass-257154421.html,
Janet,4,06/05/2024,It's fine,"It's fine but not bold, as seen",https://www.jumia.com.ng/fashion-cat-eye-anti-blue-light-prescriptionable-optical-eyeglasses-242492360.html,
Chidinma,5,30/04/2024,I love it,It's sooo nice and beautiful,https://www.jumia.com.ng/fashion-cat-eye-anti-blue-light-prescriptionable-optical-eyeglasses-242492360.html,
Stella,5,12/04/2024,i love it soo much,"A good buy,I recommend.",https://www.jumia.com.ng/fashion-cat-eye-anti-blue-light-prescriptionable-optical-eyeglasses-242492360.html,
Helen,5,26/07/2024,I love it,It’s too beautiful & fits well on me,https://www.jumia.com.ng/yemlays-sexy-stretch-cuffs-womens-shredded-slim-shorts-jeans-blue-136136980.html,
Quita,5,09/07/2024,fits ok,I Typically like my jeans a little less tight but I had to go a size down cos of availability but it was ok cos its really stretchy.,https://www.jumia.com.ng/yemlays-sexy-stretch-cuffs-womens-shredded-slim-shorts-jeans-blue-136136980.html,
WENDY AKINPELU,5,09/07/2024,Great,"I got 2. For I and my daughter, and we love it.",https://www.jumia.com.ng/yemlays-sexy-stretch-cuffs-womens-shredded-slim-shorts-jeans-blue-136136980.html,
Abalaka,5,02/05/2024,nice,Exactly what I ordered and I love it ????,https://www.jumia.com.ng/fashion-nose-ring-reusable-non-piercing-alloy-fake-magnetic-horseshoe-for-party-silver-82801717.html,
Pan,5,11/12/2023,Nice quality,Love it,https://www.jumia.com.ng/fashion-nose-ring-reusable-non-piercing-alloy-fake-magnetic-horseshoe-for-party-silver-82801717.html,
Azeez Shukrat,3,20/11/2023,Yes,It’s nice,https://www.jumia.com.ng/fashion-nose-ring-reusable-non-piercing-alloy-fake-magnetic-horseshoe-for-party-silver-82801717.html,
Miracle,3,05/08/2024,the product is ok,But my size is 44 and that's what I ordered but what was sent to me was small 44 and I can't wear it cos it pains me seriously on my toes,https://www.jumia.com.ng/fashion-mens-sneakers-outdoor-hiking-mesh-fabric-non-slip-sports-breathable-shoes-black-267736986.html,
SAMUEL,4,01/08/2024,I like it,Very nice product,https://www.jumia.com.ng/fashion-mens-sneakers-outdoor-hiking-mesh-fabric-non-slip-sports-breathable-shoes-black-267736986.html,
Solomon,5,18/07/2024,good one,"Good to go 
I spent well",https://www.jumia.com.ng/fashion-mens-sneakers-outdoor-hiking-mesh-fabric-non-slip-sports-breathable-shoes-black-267736986.html,
Chi chi,2,15/07/2024,It is fair,Quality is not as good as the picture,https://www.jumia.com.ng/fashion-2-piece-mens-round-neck-short-sleeve-polo-shirt-shorts-red-136422442.html,
Abayomi,5,11/03/2024,It's Cool,"Nothing much
Just like it",https://www.jumia.com.ng/fashion-2-piece-mens-round-neck-short-sleeve-polo-shirt-shorts-red-136422442.html,
ashionye,5,06/12/2023,love it,the material is good ... texture perfect,https://www.jumia.com.ng/fashion-2-piece-mens-round-neck-short-sleeve-polo-shirt-shorts-red-136422442.html,
Atanda,5,01/08/2024,Can't stop loving this ????,Absolutely smashing,https://www.jumia.com.ng/fashion-mens-genuine-leather-pam-slippers-227847079.html,
Moses,3,24/07/2024,ok,Not exactly what I needed,https://www.jumia.com.ng/fashion-mens-genuine-leather-pam-slippers-227847079.html,
IFECHUKWU,5,15/05/2024,sleek,At first it felt small but later grew to fit me. And it looks very classy and simple at the same time. Can't explain it,https://www.jumia.com.ng/fashion-mens-genuine-leather-pam-slippers-227847079.html,
Adewunmi Adesokan,3,11/12/2023,Short,It’s very short and doesn’t have that dangling front piece..just d tiny round thing as a pendant,https://www.jumia.com.ng/fashion-non-tarnish-tiny-gold-chain-with-pendant-205360542.html,
Matthew,4,04/09/2023,Good product,I love it.,https://www.jumia.com.ng/fashion-non-tarnish-tiny-gold-chain-with-pendant-205360542.html,
Irewolemi,4,25/07/2024,Nice,My babe loves it.,https://www.jumia.com.ng/fashion-flip-flops-men-mixed-color-sandals-shoes-summer-beach-sli-255307675.html,
Omokhogie,5,15/07/2024,very nice,The quality is top notch,https://www.jumia.com.ng/fashion-flip-flops-men-mixed-color-sandals-shoes-summer-beach-sli-255307675.html,
Abiola,5,19/06/2024,quite nice,Worth the price,https://www.jumia.com.ng/fashion-flip-flops-men-mixed-color-sandals-shoes-summer-beach-sli-255307675.html,
Gabriel,4,05/08/2024,Very Nice,It's comfy,https://www.jumia.com.ng/adidas-adilette-comfort-slides-unisex-273043061.html,
Joseph Stud,5,29/07/2024,i like the palm its,very good:),https://www.jumia.com.ng/adidas-adilette-comfort-slides-unisex-273043061.html,
ValD,5,08/07/2024,Perfect,Original,https://www.jumia.com.ng/adidas-adilette-comfort-slides-unisex-273043061.html,
Oluwatobi,4,09/08/2024,I like,Good quality,https://www.jumia.com.ng/fashion-3in1-menwomen-turtle-neck-top-cooperate-1-size-fit-all-191219744.html,
Izu,5,18/07/2024,good,Nice ????,https://www.jumia.com.ng/fashion-3in1-menwomen-turtle-neck-top-cooperate-1-size-fit-all-191219744.html,
Agidi,5,10/07/2024,I love it,I love it,https://www.jumia.com.ng/fashion-3in1-menwomen-turtle-neck-top-cooperate-1-size-fit-all-191219744.html,
Stephen,5,28/06/2024,Very good,"Light, fluffy and original",https://www.jumia.com.ng/adidas-adilette-aqua-slides-unisex-273093447.html,
Kingsley,5,02/05/2024,I like it,Comfortable,https://www.jumia.com.ng/adidas-adilette-aqua-slides-unisex-273093447.html,
Asmahan,5,19/02/2024,nice,Very good,https://www.jumia.com.ng/adidas-adilette-aqua-slides-unisex-273093447.html,
Samuel,3,22/07/2024,Just there,Nice design but with substandard sole,https://www.jumia.com.ng/fashion-mens-2024-new-fashion-trend-sports-shoes-black-230259690.html,
Innocent,5,25/07/2024,great product,Totally love it,https://www.jumia.com.ng/fashion-2pieces-quality-stock-jeans-for-men-blackash-195149258.html,
Ofure,3,09/01/2024,fashion 2piece quality stock jeans for men,"It's only the ash color  that's jeans, the black one is ordinary chinos material. 
The ash of it is too tight",https://www.jumia.com.ng/fashion-2pieces-quality-stock-jeans-for-men-blackash-195149258.html,
Matthew,5,20/10/2023,Excellent,EXCELLENT,https://www.jumia.com.ng/fashion-2pieces-quality-stock-jeans-for-men-blackash-195149258.html,
Paulyn Aiya,5,07/09/2023,Love it,Fits perfectly,https://www.jumia.com.ng/fashion-women-sexy-beautiful-fishing-net-socks-black-98654599.html,
Mahafusullahi,5,04/06/2024,Dope,Simple and it fits well,https://www.jumia.com.ng/fashion-cool-brave-men-wolf-head-tooth-pendant-necklace-domineering-jewelry-fashion-gift-77294769.html,
Thebigbadben,4,01/03/2024,Breathtaking,"It's so beautiful and the alloy wolf head is so intricate in design. The only thing is that the adjustment chains and the clasp of the cord tarnishes quite easily and so quickly. But that's okay, I've got a metal chain to replace it.",https://www.jumia.com.ng/fashion-cool-brave-men-wolf-head-tooth-pendant-necklace-domineering-jewelry-fashion-gift-77294769.html,
Olumide,5,02/01/2024,I like it,Everyone loves it,https://www.jumia.com.ng/fashion-cool-brave-men-wolf-head-tooth-pendant-necklace-domineering-jewelry-fashion-gift-77294769.html,
KINGDAVID,5,28/11/2022,Bravo,What I expected,https://www.jumia.com.ng/fashion-2-pairs-kneel-high-soccer-sport-football-hose-socks-86408394.html,
Elizabeth,5,24/11/2023,BEAUTIFUL,"It was exactly as shown in the picture, looking gorgeously, you wouldn't regret buying it.",https://www.jumia.com.ng/fashion-gold-plated-couple-wedding-ring-sets-male-and-women-264269360.html,
Jennifer,4,25/07/2024,make it larger,Make it larger,https://www.jumia.com.ng/fashion-wooden-bag-hanger-98739426.html,
Huldah Onojah,5,22/12/2023,Good product,Came as expected,https://www.jumia.com.ng/fashion-wooden-bag-hanger-98739426.html,
Olaseni,4,05/08/2024,I like it,Perfect and good,https://www.jumia.com.ng/danami-long-sleeve-t-shirt-black-grey-14480172.html,
Jimmy,5,02/08/2024,i love it,"very great, no deception, its what you see you get",https://www.jumia.com.ng/danami-long-sleeve-t-shirt-black-grey-14480172.html,
Ebosetale,3,22/07/2024,mixed feeling,I thought it was going to be more like a sweater.,https://www.jumia.com.ng/danami-long-sleeve-t-shirt-black-grey-14480172.html,
Anas,5,15/07/2024,Perfect,She likes it,https://www.jumia.com.ng/keep-moving-superior-quality-luxury-ladies-gold-wristwatchnecklacebraceletearringring-145910964.html,
Collins,5,11/09/2023,I like,Very beautiful,https://www.jumia.com.ng/keep-moving-superior-quality-luxury-ladies-gold-wristwatchnecklacebraceletearringring-145910964.html,
Osakwe,5,28/04/2022,infomation,Indicate sizes and age on it,https://www.jumia.com.ng/fashion-three-pieces-spider-man-costume.-red-blue-and-black-60925767.html,
IBRAHIM,4,16/02/2022,lovely,Avoid delays in delivery,https://www.jumia.com.ng/fashion-three-pieces-spider-man-costume.-red-blue-and-black-60925767.html,
Chinyere,4,07/12/2021,ok,It's ok,https://www.jumia.com.ng/fashion-three-pieces-spider-man-costume.-red-blue-and-black-60925767.html,
Ify,3,15/07/2024,fair,It's manageable,https://www.jumia.com.ng/fashion-elegant-ladies-block-heel-sandals-106441988.html,
Abimbola,5,01/07/2024,I like it.,Fit perfectly,https://www.jumia.com.ng/fashion-elegant-ladies-block-heel-sandals-106441988.html,
Chidinma,5,03/05/2024,Very Solid...,Very Solid and beautiful.,https://www.jumia.com.ng/fashion-elegant-ladies-block-heel-sandals-106441988.html,
Benjamin Precious,5,19/04/2024,Beautiful,It's beautiful ????????????????,https://www.jumia.com.ng/fashion-butterfly-pendant-necklace-set-double-layer-90573276.html,
Rume,5,08/04/2024,necklace,It's nice,https://www.jumia.com.ng/fashion-butterfly-pendant-necklace-set-double-layer-90573276.html,
OGUNSANWO,1,03/04/2024,this necklaceis very very bad and useless,I regret ????buying  this ????,https://www.jumia.com.ng/fashion-butterfly-pendant-necklace-set-double-layer-90573276.html,
Florance,5,09/08/2024,the best,Really beautiful,https://www.jumia.com.ng/fashion-b002-elegant-crystal-amber-bracelet-unisexe-brown-95205062.html,
Stephen,5,25/06/2024,my review,I love it mostly the thickness and weight,https://www.jumia.com.ng/fashion-b002-elegant-crystal-amber-bracelet-unisexe-brown-95205062.html,
Funmilayo,5,29/05/2024,I like it,Very nice,https://www.jumia.com.ng/fashion-b002-elegant-crystal-amber-bracelet-unisexe-brown-95205062.html,
Jeddy,3,29/07/2024,It was good,"It was too small, so I just gave it to my sister.
Pls it should come with a variation in size next time.
I wish I could have chosen the color I wanted but design wise, it was good.",https://www.jumia.com.ng/fashion-couple-titanium-steel-cross-bible-text-finger-ring-black-83131169.html,
Augustina,5,12/07/2024,i like it,Its okay,https://www.jumia.com.ng/fashion-couple-titanium-steel-cross-bible-text-finger-ring-black-83131169.html,
Doosuur,4,27/05/2024,Love it,"A little small in size for me, but just as described and beautiful",https://www.jumia.com.ng/fashion-couple-titanium-steel-cross-bible-text-finger-ring-black-83131169.html,
Omolola,4,13/05/2024,I love it,The ring is cute,https://www.jumia.com.ng/fashion-l925-silver-wedding-ring-set-with-titanium-look-male-band-202788042.html,
Folusho,4,17/03/2023,nice,It's nice ????,https://www.jumia.com.ng/fashion-l925-silver-wedding-ring-set-with-titanium-look-male-band-202788042.html,
Anyalo,4,09/02/2023,Ring,"I love the ring it's my size, but doesn't look as shiny as the picture. Tho the second band doesn't lap with the first on my hand, but it's very lovely.",https://www.jumia.com.ng/fashion-l925-silver-wedding-ring-set-with-titanium-look-male-band-202788042.html,
Bright,5,28/08/2023,jacket,Thick and elegant. Quality worth it,https://www.jumia.com.ng/fashion-mens-casual-button-down-denim-jacket-classic-jean-coat-170873780.html,
Opeyemi Ayegbusi,5,08/07/2024,Good,I reordered it,https://www.jumia.com.ng/baborry-men-leather-wallets-brown-36489326.html,
Chinedu Gabriel,3,28/05/2024,Not bad,It’s light weight and the leather is quite ok,https://www.jumia.com.ng/baborry-men-leather-wallets-brown-36489326.html,
Semiu,3,18/12/2023,I don't like it,Low standard,https://www.jumia.com.ng/baborry-men-leather-wallets-brown-36489326.html,
Stella,5,11/12/2023,Lovely,Glittering and beautiful,https://www.jumia.com.ng/generic-new-fashionable-sparkling-ladies-anklet-252595922.html,
Emmanuel,5,04/01/2022,nice,Exactly as seen,https://www.jumia.com.ng/fashion-set-of-4-classy-unisex-stylish-leather-brown-woven-bracelet-unisex-creative-hand-chain-model-multicolor-17543408.html,
Kpirhe,1,06/12/2021,bad,Spoilt same day it arrived,https://www.jumia.com.ng/fashion-set-of-4-classy-unisex-stylish-leather-brown-woven-bracelet-unisex-creative-hand-chain-model-multicolor-17543408.html,
Esther,3,06/08/2024,the leather isn't good,It could be better,https://www.jumia.com.ng/fashion-casual-brown-leather-unisex-wristwatch-256470995.html,
Damian Anurukem,2,07/08/2024,Poor Quality,Very poor quality,https://www.jumia.com.ng/fashion-luxury-business-mens-leather-wrist-watch-257197734.html,
Obrasua,1,22/07/2024,I don't like it,"It's not worth the price, it's very light",https://www.jumia.com.ng/fashion-luxury-business-mens-leather-wrist-watch-257197734.html,
Nzei,4,18/12/2023,I like it,It is simple.,https://www.jumia.com.ng/fashion-luxury-business-mens-leather-wrist-watch-257197734.html,
Bigwig,5,01/08/2024,Nice quality,It's so strong and classy,https://www.jumia.com.ng/generic-mens-ultral-clear-rimless-sunglasses-with-a-free-case-253580004.html,
Olumide,4,15/07/2024,i like it,Very classy one,https://www.jumia.com.ng/generic-mens-ultral-clear-rimless-sunglasses-with-a-free-case-253580004.html,
Aderinola,4,04/06/2024,generic sunglasses,Beyond my expectation,https://www.jumia.com.ng/generic-mens-ultral-clear-rimless-sunglasses-with-a-free-case-253580004.html,
Rabiu Bello Usman,5,05/08/2024,good quality,Good material high quality,https://www.jumia.com.ng/generic-smart-stock-jeans-for-men-black-121169508.html,
Segun,3,02/05/2024,the quality of materia it doesnt correlate,They should try to improve the quality of the material.,https://www.jumia.com.ng/generic-smart-stock-jeans-for-men-black-121169508.html,
Edet,5,07/08/2023,mr,It's is very nice ????,https://www.jumia.com.ng/generic-smart-stock-jeans-for-men-black-121169508.html,
Olamiju,5,19/10/2022,I like it,Nice for couple coz it's a Romanian product,https://www.jumia.com.ng/fashion-rommanel-weddding-stainless-ring-sets-164368803.html,
Oluwasegun,5,30/07/2024,Good wuality,My wife loved it,https://www.jumia.com.ng/vejaro-d19-female-casual-long-sleeve-long-gown-orange-126531140.html,
Blessing,3,10/07/2024,good,Lovely,https://www.jumia.com.ng/vejaro-d19-female-casual-long-sleeve-long-gown-orange-126531140.html,
Pamela,4,04/07/2024,I like it,Lovely gown,https://www.jumia.com.ng/vejaro-d19-female-casual-long-sleeve-long-gown-orange-126531140.html,
ALIOYEN,4,13/06/2024,nice,Good,https://www.jumia.com.ng/generic-17-quality-waterproof-large-capacity-laptop-backpack-62939672.html,
Emmanuel,5,16/04/2024,it look portable,So lovely,https://www.jumia.com.ng/generic-17-quality-waterproof-large-capacity-laptop-backpack-62939672.html,
Dee,5,06/02/2024,Love it,Love it,https://www.jumia.com.ng/generic-17-quality-waterproof-large-capacity-laptop-backpack-62939672.html,
Josephine,4,07/08/2024,Love it,The product is as shown. Very nice material,https://www.jumia.com.ng/danami-grace-fortified-hooded-short-gown-pink-97045913.html,
Mercy,5,01/08/2024,its quality materiàl,I love it,https://www.jumia.com.ng/danami-grace-fortified-hooded-short-gown-pink-97045913.html,
Mark,5,01/08/2024,Its super good,The fabric is powerful,https://www.jumia.com.ng/danami-grace-fortified-hooded-short-gown-pink-97045913.html,
Gbolahan,5,02/04/2024,It's just what I ordered for!,"It's durable, shiny and nice",https://www.jumia.com.ng/fashion-titanium-steel-wedding-rings-39558485.html,
Janet,5,05/08/2024,Exactly As Seen,"My son loves it...
Easy to wear...????",https://www.jumia.com.ng/fashion-new-trendy-cute-comfortable-sneakers-for-men..-267750685.html,
Mariam,5,25/07/2024,black sneakers lovely,It is simply beautiful,https://www.jumia.com.ng/fashion-new-trendy-cute-comfortable-sneakers-for-men..-267750685.html,
Tajudeen,5,04/06/2024,I love it,Smart and quality,https://www.jumia.com.ng/fashion-new-trendy-cute-comfortable-sneakers-for-men..-267750685.html,
Precious,5,05/08/2024,very nice and genuine quality,The materials is dope and the black ???? is very dark and genuine. Love it so much I will get another one soon,https://www.jumia.com.ng/fashion-unisex-double-sided-reversible-bucket-hat-men-women-fishermen-cap-black-white-204647883.html,
Adesoji,5,26/07/2024,Love it,Good and cool,https://www.jumia.com.ng/fashion-unisex-double-sided-reversible-bucket-hat-men-women-fishermen-cap-black-white-204647883.html,
Katlong,4,22/07/2024,nice,Worth the money,https://www.jumia.com.ng/fashion-unisex-double-sided-reversible-bucket-hat-men-women-fishermen-cap-black-white-204647883.html,
Boma,5,10/06/2024,splendid,"It's beautiful 
I'd buy from this seller again.",https://www.jumia.com.ng/fashion-double-line-leather-leggings-pu-leather-leggings-for-ladies-214852226.html,
Zea,5,06/05/2024,I love it,Perfect ????,https://www.jumia.com.ng/fashion-double-line-leather-leggings-pu-leather-leggings-for-ladies-214852226.html,
Arinzechukwu,5,23/04/2024,Not bad at all,"The material is quite stretchy. I was afraid that it wouldn't fit my girl, but lucky me.",https://www.jumia.com.ng/fashion-double-line-leather-leggings-pu-leather-leggings-for-ladies-214852226.html,
Godspower,3,30/10/2023,50%,I ordered for XL but what i got wasnt XL. Looks like medium size,https://www.jumia.com.ng/fashion-t-shirts-shorts-100-cotton-mens-short-sleeve-set-black-94480692.html,
ADEBOLA,2,12/05/2023,Very small,Size L appeared very small,https://www.jumia.com.ng/fashion-t-shirts-shorts-100-cotton-mens-short-sleeve-set-black-94480692.html,
Muawiyya,5,23/11/2022,I love it,Fantastic,https://www.jumia.com.ng/fashion-t-shirts-shorts-100-cotton-mens-short-sleeve-set-black-94480692.html,
israel,5,29/06/2023,its really cool,though my fingers are all sized different but it's really cool,https://www.jumia.com.ng/fashion-48mm-black-king-queen-stainless-steel-couple-rings-crown-gift-81251458.html,
Moscolito,5,31/07/2024,nice.glass.,Good for driving,https://www.jumia.com.ng/fashion-men-photochromic-sunglasses-polarized-black-75003824.html,
James,4,10/05/2024,light and chic,"Provides a good protection for the eyes from the sun, no distortion to vision also. Good experience overall.
Fitting was a bit too tight though.",https://www.jumia.com.ng/fashion-men-photochromic-sunglasses-polarized-black-75003824.html,
HENRY,5,04/03/2024,good product,Perfect,https://www.jumia.com.ng/fashion-men-photochromic-sunglasses-polarized-black-75003824.html,
Dayo,4,19/06/2024,love it,Nice,https://www.jumia.com.ng/fashion-royal-and-executive-male-child-shoe-95321223.html,
Fatima Ahmad Elkhojah,5,04/07/2022,I like it,It is lovely and my boy loves it,https://www.jumia.com.ng/fashion-royal-and-executive-male-child-shoe-95321223.html,
Blake,5,13/05/2024,Excellent,Very impressed with this face mask as it can be worn to very formal settings as well as casual ones too,https://www.jumia.com.ng/adidas-sports-performance-face-masks-face-covers-3-pack-l-86787587.html,
alex,5,25/04/2024,nice,Simple,https://www.jumia.com.ng/adidas-sports-performance-face-masks-face-covers-3-pack-l-86787587.html,
Kai,5,15/04/2024,Just Good,So nice n soft,https://www.jumia.com.ng/adidas-sports-performance-face-masks-face-covers-3-pack-l-86787587.html,
Oluwatosin,4,02/08/2023,sport watch,Thickness of the leather rubber should be Strong,https://www.jumia.com.ng/skmei-multifunction-digital-analog-sports-watch-19637423.html,
Bala,5,30/06/2023,Sports watch multifunctional,The product is good,https://www.jumia.com.ng/skmei-multifunction-digital-analog-sports-watch-19637423.html,
Chukwuemeka,4,04/11/2022,GOOD,Good and handy,https://www.jumia.com.ng/skmei-multifunction-digital-analog-sports-watch-19637423.html,
Sweet,3,20/12/2023,It could be a little bigger and better in quality,Work on quality and size,https://www.jumia.com.ng/fashion-earrings-red-rose-flower-faux-pearl-decor-exquisite-alloy-104116907.html,
Nurudeen,3,08/12/2023,Red Rose Ear ring,They not exactly what on the picture in the app,https://www.jumia.com.ng/fashion-earrings-red-rose-flower-faux-pearl-decor-exquisite-alloy-104116907.html,
Bilkis,5,27/11/2023,lovely,Very lovely. I like it,https://www.jumia.com.ng/fashion-earrings-red-rose-flower-faux-pearl-decor-exquisite-alloy-104116907.html,
Seyi,4,05/08/2024,My mom loves it!,My mom could only wear it as a slipper and not as a sandal displayed. It's okay otherwise,https://www.jumia.com.ng/fashion-womens-outdoor-high-heeled-sandals-black-229167661.html,
Lois,4,26/07/2024,its ok.,It's ok..I hope it lasts.,https://www.jumia.com.ng/fashion-womens-outdoor-high-heeled-sandals-black-229167661.html,
Anita,5,12/07/2024,I love it,Heels are perfect,https://www.jumia.com.ng/fashion-womens-outdoor-high-heeled-sandals-black-229167661.html,
Joseph,5,09/08/2024,everything,I love everything about this product it's extractly what I want,https://www.jumia.com.ng/fashion-new-chain-designers-heel-shoe-black-251124777.html,
SAGIR,5,07/06/2024,new chain designers heel shoe black,Strong sole with good black and white color combination in the leather of the shoes.,https://www.jumia.com.ng/fashion-new-chain-designers-heel-shoe-black-251124777.html,
Clement,5,16/08/2023,I like it,Exactly as display,https://www.jumia.com.ng/fashion-new-chain-designers-heel-shoe-black-251124777.html,
Mary-Therese,5,29/07/2024,Love it,It's really nice and fancy,https://www.jumia.com.ng/fashion-women-bags-ladies-bags-handbags-purse-shoulder-bags-109549522.html,
Jessica Eze,4,20/05/2024,The bag was exactly what I saw in the picture,I love it and I want to get more,https://www.jumia.com.ng/fashion-women-bags-ladies-bags-handbags-purse-shoulder-bags-109549522.html,
Akinseye,1,03/10/2023,Bad quality,The Zipper is very bad,https://www.jumia.com.ng/fashion-women-bags-ladies-bags-handbags-purse-shoulder-bags-109549522.html,
oluwaseun,5,15/07/2024,texture is superb,Everything about it really makes sense,https://www.jumia.com.ng/fashion-2-in-1-high-quality-smart-stock-jeans-for-men-mixed-black-mixed-blue-272521338.html,
Yerole,5,30/07/2024,amazing.,Fits well and the material is good. Would totally buy again.,https://www.jumia.com.ng/fashion-2-in-1-men-sports-shorts-summer-beach-shorts-271366654.html,
Doris Dickson,5,28/06/2024,Good,Very nice,https://www.jumia.com.ng/fashion-zirconia-ice-luxury-shiny-earrings-137170867.html,
Seun,5,24/06/2024,I like it,Bigger than I expected but very nice,https://www.jumia.com.ng/fashion-zirconia-ice-luxury-shiny-earrings-137170867.html,
